GRD_NEWIDS,POB
1kmN2055E3125,3070
1kmN2055E3126,2970
1kmN2055E3127,435
1kmN2055E3132,1015
1kmN2055E3133,2030
1kmN2055E3135,1245
1kmN2055E3136,1115
1kmN2055E3137,160
1kmN2055E3142,0
1kmN2055E3145,1210
1kmN2055E3146,2170
1kmN2055E3147,0
1kmN2056E3125,4510
1kmN2056E3126,5695
1kmN2056E3127,1870
1kmN2056E3132,155
1kmN2056E3133,395
1kmN2056E3134,750
1kmN2056E3135,290
1kmN2056E3136,1390
1kmN2056E3137,7085
1kmN2056E3138,2705
1kmN2056E3139,40
1kmN2056E3145,40
1kmN2056E3146,215
1kmN2056E3147,160
1kmN2056E3148,15
1kmN2056E3156,1850
1kmN2056E3157,1915
1kmN2056E3158,3605
1kmN2057E3127,330
1kmN2057E3128,1285
1kmN2057E3132,15
1kmN2057E3134,200
1kmN2057E3135,680
1kmN2057E3136,650
1kmN2057E3137,10140
1kmN2057E3138,11280
1kmN2057E3139,360
1kmN2057E3157,5185
1kmN2057E3158,20855
1kmN2057E3159,930
1kmN2058E3128,350
1kmN2058E3129,0
1kmN2058E3134,45
1kmN2058E3135,100
1kmN2058E3136,1485
1kmN2058E3137,9050
1kmN2058E3138,2910
1kmN2058E3139,2200
1kmN2058E3140,615
1kmN2058E3141,250
1kmN2059E3135,50
1kmN2059E3136,760
1kmN2059E3137,1105
1kmN2059E3138,1365
1kmN2059E3139,4380
1kmN2059E3140,3145
1kmN2059E3141,845
1kmN2059E3142,140
1kmN2059E3144,125
1kmN2060E3135,795
1kmN2060E3136,1725
1kmN2060E3137,570
1kmN2060E3138,155
1kmN2060E3139,705
1kmN2060E3141,20
1kmN2060E3142,0
1kmN2061E3132,15
1kmN2061E3134,385
1kmN2061E3135,1625
1kmN2061E3136,2455
1kmN2061E3137,5060
1kmN2062E3131,10
1kmN2062E3132,225
